"Page No.","Diary Page","Entity No.","Authority Name",Entity (Value),Entity Type,"Note 1 Descriptor","Note 2 Context","Note 3 Relationship to Mary",Related Quotes,quotes,Related Footnotes,footnotes,Notes / Questions,DIsambiguation URL 1,DIsambiguation URL 2,DIsambiguation URL 3,
30,[126 0134],2258,William Wetmore Story,Mr. Story,person,artist-sculptor,interacts with,,,,,,,,,,
30,[126 0134],2259,Bernard Berenson,Bernhard,person,,interacts with,,,,,,,,,,
30,[126 0134],2260,,[mention of B.B. as museum director],sentiment,,,,"Mr. Story was as polite as pie to Bernhard, evidently regarding hi, as the future director","Mr. Story was as polite as pie to Bernhard, evidently regarding hi, as the future director",,,,,,,
30,[126 0134],2261,Senda Berenson Abbott,Senda,person,,interacts with / dines with,family-extended,,,,,,,,,
30,[126 0134],2262,"Elizabeth ""Bessie"" Berenson",Bessie,person,,interacts with / dines with,family-extended,,,,,,,,,
30,[126 0134],2263,Mr. _ Hall,Halls [Mr. Hall],person,,interacts with / dines with,,,,,,,,,,
30,[126 0134],2264,Mrs. _ Hall,Halls [Mrs. Hall],person,,interacts with / dines with,,,,,,,,,,
30,[126 0134],2265,Howard Gans,Gans,person,lawyer,interacts with / dines with,,,,,,,https://www.nytimes.com/1946/12/13/archives/howard-gans-dies-once-jerome-aide-associate-counsel-to-shipping.html,,,
30,[126 0134],2266,Mr. _ Reynolds,Mr. Reynolds,person,,interacts with / dines with,,,,,,,,,,
30,[126 0134],2267,Percy Griffin,Percy Griffin,person,,interacts with / dines with,,,,,,,,,,
30,[126 0134],2268,Leo Stein,Steins [Mr. Stein],person,art critic,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Leo_Stein,,,
30,[126 0134],2269,Nina Auzias,Steins [Mrs. Stein],person,,interacts with / dines with,,,,,,,,,,
30,[126 0134],2270,,[commentary on Jewish people],sentiment,,,,"Dined with the Steins, such well-meaning horrible Jews,","Dined with the Steins, such well-meaning horrible Jews,",,,,,,,
30,[126 0134],2271,Howard Gans,Gans,person,lawyer,interacts with,,,,,,,,,,
30,[126 0134],2272,Mr. _ Sternberger,Mr. Sternberger,person,,interacts with,,,,,,,,,,
30,[126 0134],2273,Israel Zangwill,Zangwill,person,artist-writer,mentions,,,,,,,,,,
30,[126 0134],2274,Merely Mary Ann,Merely Mary Ann,theater,,experiences,,,,,,,https://www.amazon.com/Merely-Mary-Ann-Israel-Zangwill/dp/1425461344,,,
30,[126 0134],2275,,"[theater commentary, on Zangwill's play]",sentiment,,,,"Gans took his cousin Mr. Sternberger and me to Zangwill’s play, Merely Mary Ann. It was very poor, I thought, just the Situation, and the characters running in the grooves cut for them by the situation.","Gans took his cousin Mr. Sternberger and me to Zangwill’s play, Merely Mary Ann. It was very poor, I thought, just the Situation, and the characters running in the grooves cut for them by the situation.",,,,,,,
30,[126 0134],2276,Howard Gans,Mr. Gans,person,lawyer,interacts with / dines with,,,,,,,,,,
30,[126 0134],2277,Delmonico's,Delmonico's,location,restaurant,dines at,,,,,,,https://www.delmonicosrestaurant.com/about/,,,
30,[126 0134],2278,,[expense; criticism of spending money],sentiment,,,,"After the play, when I was dying to get home, Mr. Gans took us to Delmonico’s and spent $10.00 on making us eat and drink things none of us wanted. The spree must have cost him $25.00 at least, for he had a carriage. I hate that way of doing things.","After the play, when I was dying to get home, Mr. Gans took us to Delmonico’s and spent $10.00 on making us eat and drink things none of us wanted. The spree must have cost him $25.00 at least, for he had a carriage. I hate that way of doing things.",,,,,,,
30,[127 0135],2279,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
30,[127 0135],2280,,New York,location,city,diary entry header,,,,,,,,,,
30,[127 0135],2281,,"Wednesday, Dec. 30, 1903",date,,diary entry header,,,,,,,,,,
30,[127 0135],2282,Bond Thomas,Bond,person,,interacts with,,,,,,,,,,
30,[127 0135],2283,Tiffany Studios,the Studios,location,business,visits,,,,,,,http://www.tiffany-studios.com/,,,
30,[127 0135],2284,Edith Woodman Burroughs,Edith Burroughs,person,artist-sculptor,interacts with,,,,,,,https://en.wikipedia.org/wiki/Edith_Woodman_Burroughs,,,
30,[127 0135],2285,Tiffany and Company,Tifgfany’s,organization / group,business,,,,,,,,https://en.wikipedia.org/wiki/Tiffany_%26_Co.,,,
30,[127 0135],2286,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
30,[127 0135],2287,Mr. _ Bitten,Mr. Britten,person,,mentions,,,,,,,,,,
30,[127 0135],2288,Mrs. _ Young,Mrs. young,person,,interacts with / dines with,,,,,,,,,,
30,[127 0135],2289,Claude Phillips,Claude Phillips,person,artist-writer,mentions,,,,,,,https://en.wikipedia.org/wiki/Claude_Phillips,,,
30,[127 0135],2290,,[philosophy],sentiment,,,,Another asked me if there could be a great picture that did not express Great Ideas,Another asked me if there could be a great picture that did not express Great Ideas,,,,,,,
30,[127 0135],2291,Circe,Circe,person,literary,mentions,,"Another was collecting all the representations of Circe she could find, not that she was a Circe herself","Another was collecting all the representations of Circe she could find, not that she was a Circe herself",,,,https://en.wikipedia.org/wiki/Circe,,,
30,[127 0135],2292,,[commentary on woman's appearance],sentiment,literary,,,,,,,,https://en.wikipedia.org/wiki/Circe,,,
30,[127 0135],2293,Eleanora Duse,Duse,person,artist-actor,mentions,,,,,,,https://en.wikipedia.org/wiki/Eleonora_Duse,,,
30,[127 0135],2294,Independent State of Samoa,Samoa,location,country,mentions,,,,,,,,,,
30,[128 0136],2295,Robert Louis Stevenson,Stevenson,person,artist-writer,mentions,,,,,,,,,,
30,[128 0136],2296,George Bernard Shaw,Bernard Shaw,person,artist-playwright,mentions,,,,,,,,,,
30,[128 0136],2297,Bryn Mawr College,Bryn Mawr,organization / group,academic,mentions,,,,,,,,,,
30,[128 0136],2298,George Bernard Shaw,Bernard Shaw,person,artist-playwright,mentions,,,,,,,,,,
30,[128 0136],2299,,"[irritation with ""artistic"" ladies]",sentiment,,,,"Bernard Shaw appeared to be their highest literary ideal, and I had only one moment of pleasure, which was when a quiet little Bryn Mawr graduate spoke up from her corner and said, “Why, I didn’t know anybody ever took Bernard Shaw seriously!” It was really too awful. I never fell into such a bag of hopeless provincialism. The worst of it was that we sat for more than two hours.","Bernard Shaw appeared to be their highest literary ideal, and I had only one moment of pleasure, which was when a quiet little Bryn Mawr graduate spoke up from her corner and said, “Why, I didn’t know anybody ever took Bernard Shaw seriously!” It was really too awful. I never fell into such a bag of hopeless provincialism. The worst of it was that we sat for more than two hours.",,,,,,,
30,[128 0136],2300,Percy Griffin,[Mr. Percy Griffin],person,architect,interacts with / dines with,,,,,,"""built In 1902-04 from the designs of the architect, Percy Griffin. (1866-1921)"" - page 4 of URL",http://www.nyc.gov/html/lpc/downloads/pdf/reports/CENTRAL_PARK_WEST-_WEST_73RD-_74TH_STREET_HISTORIC_DISTRICT.pdf,,,
30,[128 0136],2301,Mary Elizabeth Clark Griffin,Mrs. Percy Griffin,person,,interacts with / dines with,,,,,,"""He moved to New York City In 1900, when he married Nary Elizabeth Clark, a model for Charles Dana Gibson."" - page 4 of URL",http://www.nyc.gov/html/lpc/downloads/pdf/reports/CENTRAL_PARK_WEST-_WEST_73RD-_74TH_STREET_HISTORIC_DISTRICT.pdf,,,
30,[128 0136],2302,Mr. _ Griffin,his brother,person,,interacts with / dines with,,,,,,,,,,
30,[128 0136],2303,Mr. _ Stevenson,Mr. Stevenson,person,,interacts with / dines with,,,,,,,,,,
30,[128 0136],2304,Waldorf Astoria New York,Waldorf Astoria,location,accomodation,dines at,,,,,,,,,,
30,[128 0136],2305,William Butler Yeats,William Yeats,person,artist-poet,listens to,,,,,,,https://en.wikipedia.org/wiki/W._B._Yeats,,,
30,[128 0136],2306,Poetry in the Old Time and the New,"""Poetry in the Old Time and New""""",non-fiction,lecture,experiences,,,,,,Only briefly mentioned in the URL; likely unpublished,http://www.canadianpoetry.ca/cpjrn/vol29/mcneilly.htm,,,
30,[128 0136],2307,,[commentary on Yeats],sentiment,,,,"Afterwards we went and heard William Yeats lecture on “Poetry in the Old Time and the New” — silly, rather, but nice. He is a mixture of Trevy, Roger, Horne and Stenbock.","Afterwards we went and heard William Yeats lecture on “Poetry in the Old Time and the New” — silly, rather, but nice. He is a mixture of Trevy, Roger, Horne and Stenbock.",,,,,,,
30,[128 0136],2308,_ Trevy,Trevy,person,,mentions,,,,,,,,,,
30,[128 0136],2309,_ Roger,Roger,person,,mentions,,,,,,,,,,
30,[128 0136],2310,Richard Henry Horne,Horne,person,artist-poet,mentions,,,,,,,https://en.wikipedia.org/wiki/Richard_Henry_Horne,,,
30,[128 0136],2311,Eric Stenbock,Stenbock,person,artist-poet,mentions,,,,,,,https://en.wikipedia.org/wiki/Eric_Stenbock,,,
30,[129 0137],2312,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
30,[129 0137],2313,,New York,location,city,diary entry header,,,,,,,,,,
30,[129 0137],2314,,"Thursday, Dec. 31, 1903",date,,diary entry header,,,,,,,,,,
30,[129 0137],2315,Augusto Florian Jaccaci,Mr. Jacacci,person,artist-painter,interacts with / dines with,,,,,,,,,,
30,[129 0137],2316,Bryan Lathrop,Mr. Lathrop,person,art collector,interacts with / dines with,,,,,,,,,,
30,[129 0137],2317,_ Fafner,Fafner,person,,interacts with,,,,,,,,,,
30,[129 0137],2318,Florence Mosher,Florence Mosher,person,,interacts with,,,,,,,,,,
30,[129 0137],2319,Mrs. _ Manson,Mrs. Manson,person,,interacts with,,,,,,,,,,
30,[129 0137],2320,Julia Thurston Gardiner Gayley,Mrs. Gayley,person,,interacts with,,,,,,,,,,
30,[129 0137],2321,Margaret Pearl Voorhies Haggin,Mrs. Ali Ben Haggin,person,,interacts with,,,,"James Ali Ben Haggin, president of an important mining company","James Ali Ben Haggin, president of an important mining company",,https://en.wikipedia.org/wiki/James_Ben_Ali_Haggin,,,
30,[129 0137],2322,Emilie Bigelow Hapgood,Emilie Hapgood,person,,interacts with,,,,,,,,,,
30,[129 0137],2323,The 20th Century Limited,Twentieth Century Express,misc,transportation vessel name,diary entry header,,,,,,,https://en.wikipedia.org/wiki/20th_Century_Limited,,,misc
30,[129 0137],2324,,Chicago,location,city,mentions,,,,,,,,,,
30,[129 0137],2325,,"Friday, January 1, 1904",date,,diary entry header,,,,,,,,,,
30,[129 0137],2326,_Fafner,Fafner,person,,interacts with / dines with,,,,,,,,,,
30,[129 0137],2327,Senda Berenson Abbott,Senda,person,,interacts with / dines with,family-extended,,,,,,,,,
30,[129 0137],2328,"Elizabeth ""Bessie"" Berenson",Bessie,person,,interacts with / dines with,family-extended,,,,,,,,,
30,[129 0137],2329,,European,misc,proper noun adjective,,,,,,,,,,,
30,[129 0137],2330,,[amazement with American train amenities],sentiment,,,,"It hath not entered into the mind of <the> European to conceive such a train. Our tickets were $35.00 each, and this includes 960 miles, a large separate compartment (with washstand, hot and cold water and w.c.), observation car, library, bath, barber, papers in the morning, and — a shorthand typewriter to take down your letters!!","It hath not entered into the mind of <the> European to conceive such a train. Our tickets were $35.00 each, and this includes 960 miles, a large separate compartment (with washstand, hot and cold water and w.c.), observation car, library, bath, barber, papers in the morning, and — a shorthand typewriter to take down your letters!!",,,,,,,
30,[130 0138],2331,Th Art of Portrait Painting,“The Art of Portrait Painting”,non-fiction,lecture,prepares,,,,,,This is a lecture that Mary was making notes on at the time - I have yet to find a record of it elsewhere,,,,
30,[130 0138],2332,Anatole France,Anatole France,person,artist-writer,mentions,,,,,,,https://en.wikipedia.org/wiki/Anatole_France,,,
30,[130 0138],2333,Histoire comique (A Mummer's Tale),Histoire comique,literature,,experiences,,,,,,,https://en.wikipedia.org/wiki/Anatole_France#Prose_fiction,,,
30,[130 0138],2334,,[negative critique of Histoire comique],sentiment,,,,"Anatole France’s very insignificant last novel, Histoire comique","Anatole France’s very insignificant last novel, Histoire comique",,,,,,,
30,[130 0138],2335,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
30,[130 0138],2336,Old Time Folks,Old Time Folks,literature,,mentions,,,,,,,https://books.google.com/books?id=2SZFAQAAMAAJ&pg=RA4-PA45&lpg=RA4-PA45&dq=1869+%22old+time+folks%22&source=bl&ots=xAvw6epYFH&sig=SGBFid3HayqpQamtukXjOU2I2ik&hl=en&sa=X&ved=0ahUKEwjDwa6T1eXbAhVvtlkKHXVeDIMQ6AEIOTAG#v=onepage&q=1869%20%22old%20time%20folks%22&f=false,,,
30,[130 0138],2337,Harriet Beecher Stowe,H.H. Stowe,person,artist-writer,mentions,,,,,,,,,,
31,[130 0138],2338,Congress Plaza Hotel & Convention Center,Auditorium Annex,location,accomodation,diary entry header,,,,,,,http://www.congressplazahotel.com/history-en.html,,,
31,[130 0138],2339,,Chicago,location,city,diary entry header,,,,,,,,,,
31,[130 0138],2340,,"Saturday, January 2, 1904",date,,diary entry header,,,,,,,,,,
31,[130 0138],2341,,Chicago,location,city,mentions,,,,,,,,,,
31,[130 0138],2342,,[thinking about Italy],sentiment,,,,"Here we are, actually in Chicago! How strange it will seem a few months hence, when we think of it sitting under the cypressese.","Here we are, actually in Chicago! How strange it will seem a few months hence, when we think of it sitting under the cypressese.",,,,,,,
31,[130 0138],2343,,Chicago,location,city,mentions,,,,,,,,,,
31,[130 0138],2344,Iroquois Theatre fire,the terrible theatre fire,event,historic,mentions,,,,,,,https://en.wikipedia.org/wiki/Iroquois_Theatre_fire,,,
31,[130 0138],2345,Lake Michigan,the Lake,location,landmark,in proximity to,,,,,,,,,,
31,[130 0138],2346,,[criticism of hotel],sentiment,,,,"This hotel is so badly run that we couldn't find Mrs. Gardner, nor she us, until we met by accident.","This hotel is so badly run that we couldn't find Mrs. Gardner, nor she us, until we met by accident.",,,,,,,
31,[131 0139],2347,Isabella Stewart Gardner,Mrs. Gardner,person,,interacts with,,,,,,,,,,
31,[131 0139],2348,George Proctor,Proctor,person,artist-musician,mentions,,,,,,,,,,
31,[131 0139],2349,Auditorium Theater,the Symphony,location,cultural heritage institution,mentions,,,,,,The Chicago Symphony Orchestra performed in the theatre until 1904,"https://en.wikipedia.org/wiki/Auditorium_Theatre
",,,
31,[131 0139],2350,,Symphony,event,cultural,mentions,,,,,,,,,,
31,[131 0139],2351,,Concerto by Liszt,music,,experiences,,,,,,,,,,
31,[131 0139],2352,Frans Liszt,Liszt,person,artist-composer,attributes,,,,,,,https://en.wikipedia.org/wiki/Franz_Liszt,,,
31,[131 0139],2353,Carter Harrison Jr.,the Mayor,person,public figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Carter_Harrison_Jr.,,,
31,[131 0139],2354,Iroquois Theatre fire,the accident,event,historic,mentions,,,,,,,,,,
31,[131 0139],2355,Isabella Stewart Gardner,them,person,,interacts with,,,,,,,,,,
31,[131 0139],2356,George Proctor,them,person,artist-musician,interacts with,,,,,,,,,,
31,[131 0139],2357,John Lowell Gardner II,Jack Gardner,person,,mentions,,,,,,,https://en.wikipedia.org/wiki/John_Lowell_Gardner_II,,,
31,[131 0139],2358,Isabella Stewart Gardner,Mrs. Jack Gardner,person,,mentions,,,,,,,,,,
31,[131 0139],2359,,[being described as friends of ISB rather than people in their own right],sentiment,,,,"We spoke of a newspaper paragraph which heralded our visit, describing us as ""friends of Mrs. Jack Gardner"", and Proctor broke out that he was tired to death and furious at being always tagged onto her by the papers.","We spoke of a newspaper paragraph which heralded our visit, describing us as ""friends of Mrs. Jack Gardner"", and Proctor broke out that he was tired to death and furious at being always tagged onto her by the papers.",,,,,,,
31,[131 0139],2360,George Proctor,Proctor,person,artist-musician,mentions,,,,,,,,,,
31,[131 0139],2361,,[description of ISB],sentiment,,,,I thought she looked very sad and old.,I thought she looked very sad and old.,,,,,,,
31,[131 0139],2362,George Proctor,he,person,artist-musician,interacts with,,He played to us in the evening.,He played to us in the evening.,,,,,,,
31,[131 0139],2363,Ludwig van Beethoven,Beethoven,person,artist-composer,attributes,,,,,,,,,,
31,[131 0139],2364,,[music by Beethoven],music,,experiences,,,,,,,,,,
31,[131 0139],2365,Domenico Scarlatti,Scarlatti,person,artist-composer,attributes,,,,,,,,,,
31,[131 0139],2366,,[music by Scarlatti],music,,experiences,,,,,,,,,,
